index,State,Abbreviation,Average Daylight Hours,Binge Drinking Rate (%),Median Drinks per Binge,Top 25% Drinks per Binge,Median Binges per Month,Top 25% Binges per Month,Annual Deaths,Death Rate Increase (%),"Deaths per 10,000 Adults",Male Death Percentage (%),Chronic Death Percentage (%),Over 35 Death Percentage (%),Under 21 Death Percentage (%),Years of Life Lost,Economic Cost ($),Cost per Drink ($),city,country,description,location,state,state_abbrev,longitude,latitude,city_longitude,city_latitude,Audio Evidence,Image/Video Evidence,Haunted Places Witness Count,Time of Day,Apparition Type,Event Type,Daylight Duration,Haunted Places Date,Year,Deaths Caused by Drugs,Population,Crude Death Rate,phase,diameter,distance,distance_nearest_pow,church_count_2km,most_common_religion,entities_detected,TIME,PERSON,PRODUCT,NORP,CARDINAL,DATE,ORDINAL,MONEY,WORK_OF_ART,ORG,GPE,EVENT,FAC,QUANTITY,LOC,LAW,PERCENT,LANGUAGE,Generated Prompt,geoparser_data,Image Name,Caption,Extracted Captions,Fuzzy Avg Similarity,Semantic Avg Similarity,Classnames,ImagePath
9060,Tennessee,TN,11.1,15.7,5.5,7.6,1.7,4.4,3359,56.0,6.24,69.7,55.3,83.8,69.7,88357.0,4.684,3.04,Gatlinburg,United States,"Formerly Known as Hauntings this place is haunted by several ghosts. Especially one of a former manager who ran the operation in the early eighties. -  February 2004 update/correction: a visitor to our site states, “These Stories are very true. However the room 413 has not been in operation since the events of the evening in your story the room was removed from operation.” They claim to have been associated with this facility for many years and the stories and events are well beyond what has been mentioned here. Of course they realize these are events reported by persons directly involved but they are very surprised there isn’t allot more of them.",Terror on the Parkway,Tennessee,TN,-83.5165368,35.7121301,-83.5101638,35.714259,True,False,10,unknown,Multiple Ghosts,supernatural,10:26,2/1/04,2004,763,5910809,12.9086,4.31,1818.6,394107,8619.466860776733,,,"[('one', 'CARDINAL'), ('the early eighties', 'DATE'), ('February 2004', 'DATE'), ('These Stories', 'WORK_OF_ART'), ('413', 'CARDINAL'), ('many years', 'DATE')]",,,,,"one, 413","the early eighties, February 2004, many years",,,These Stories,,,,,,,,,,"Multiple floating figures appearing at  a haunted Terror on the Parkway, creating a dark and eerie atmosphere. Cinematic horror aesthetics, photorealistic, high detail.",,image_9060.png,"{""captions"": [{""confidence"": 0.00021911033425826674, ""sentence"": ""a black and white photo of a man holding an umbrella .""}, {""confidence"": 0.00018350639439413953, ""sentence"": ""a black and white photo of a man holding an umbrella""}, {""confidence"": 6.91829748235037e-05, ""sentence"": ""a black and white photo of a person walking with an umbrella""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 18, ""captioning"": 647, ""units"": ""ms""}}","['a black and white photo of a man holding an umbrella .', 'a black and white photo of a man holding an umbrella', 'a black and white photo of a person walking with an umbrella']",14.33,0.4856,"cloak, abaya",Generated Image no description 2/image_9060.png
9080,Tennessee,TN,11.1,15.7,5.5,7.6,1.7,4.4,3359,56.0,6.24,69.7,55.3,83.8,69.7,88357.0,4.684,3.04,Hurricane Mills,United States,This old estate had been the scene of a civil war battle. several confederate soldiers were buried here and the original owner of the house is also buried here. witness reports of people standing by a bed and doors that open and close by themselves. Sounds of footsteps and chains being dragged across the porch.,Loretta Lynn's House,Tennessee,TN,-87.7670271,35.9761585,-87.781969,35.9711736,True,False,7,night,Spooky Sounds,unknown,9:46,01/01/1861,1861,Unknown,Unknown,Unknown,6.81,1876.6,381921,5617.726001972074,,,[],,,,,,,,,,,,,,,,,,,"Spooky Sounds appearing at  a haunted Loretta Lynn's House at night, creating a dark and eerie atmosphere. Cinematic horror aesthetics, photorealistic, high detail.",,image_9080.png,"{""captions"": [{""confidence"": 6.658202192269828e-05, ""sentence"": ""a house that has a house in the background .""}, {""confidence"": 1.0694994932636774e-05, ""sentence"": ""a house that has a house in the grass .""}, {""confidence"": 9.6003673464369e-06, ""sentence"": ""a house that has a house in the background""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 19, ""captioning"": 644, ""units"": ""ms""}}","['a house that has a house in the background .', 'a house that has a house in the grass .', 'a house that has a house in the background']",20.67,0.742,"boathouse, church, church building, picket fence, paling, barn, lakeside, lakeshore",Generated Image no description 2/image_9080.png
9100,Tennessee,TN,11.1,15.7,5.5,7.6,1.7,4.4,3359,56.0,6.24,69.7,55.3,83.8,69.7,88357.0,4.684,3.04,Kingsport,United States,"Hugh Hamblen was killed on Netherland Inn Road in 1922, run down by a car. He had been visiting his son, who had also been in a car accident, in the hospital. On foggy nights, Hamblen stands in the road in a trench coat with outstretched hands warning oncoming cars of the fog. Over 120 people have reported seeing him.",Netherland Inn Road,Tennessee,TN,-82.6003678,36.5520812,-82.5618186,36.548434,False,True,120,night,Ghost,accident with casualty,9:43,1/1/22,2022,Unknown,Unknown,Unknown,1.27,2001.8,358031,1084.0128393724494,1.0,christian,"[('Hugh Hamblen', 'PERSON'), ('Netherland Inn Road', 'FAC'), ('1922', 'DATE'), ('foggy nights', 'DATE'), ('Hamblen', 'ORG'), ('Over 120', 'CARDINAL')]",,Hugh Hamblen,,,Over 120,"1922, foggy nights",,,,Hamblen,,,Netherland Inn Road,,,,,,"Floating human figure appearing at  a haunted Netherland Inn Road at night, creating a dark and eerie atmosphere. Cinematic horror aesthetics, photorealistic, high detail.",,image_9100.png,"{""captions"": [{""confidence"": 0.00010287679962977042, ""sentence"": ""a group of people standing in front of a building .""}, {""confidence"": 4.8703605944995126e-05, ""sentence"": ""a group of people sitting on top of a wooden bench .""}, {""confidence"": 7.835474090706031e-06, ""sentence"": ""a group of people standing in front of a building with a clock .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 19, ""captioning"": 661, ""units"": ""ms""}}","['a group of people standing in front of a building .', 'a group of people sitting on top of a wooden bench .', 'a group of people standing in front of a building with a clock .']",23.0,0.4888,"palace, castle",Generated Image no description 1/image_9100.png
9120,Tennessee,TN,11.1,15.7,5.5,7.6,1.7,4.4,3359,56.0,6.24,69.7,55.3,83.8,69.7,88357.0,4.684,3.04,Maryville,United States,people say they hear a little girl crying in the halls of the school. plus the school is built on a cemetery. When you are outside playing ghost come up to you and grab you and try to take you away but if you do not look at them they will leave you alone.,Carpenters School,Tennessee,TN,-84.0050501,35.6772371,-83.9704593,35.7564719,True,True,2,night,Child Ghost,supernatural,9:48,1/1/25,2025,Unknown,Unknown,Unknown,4.48,1891.4,378945,845.8576619039203,1.0,christian,[],,,,,,,,,,,,,,,,,,,"Child floating figure appearing at  a haunted Carpenters School at night, creating a dark and eerie atmosphere. Cinematic horror aesthetics, photorealistic, high detail.",,image_9120.png,"{""captions"": [{""confidence"": 0.0002720281901225646, ""sentence"": ""a man standing on a sidewalk talking on a cell phone .""}, {""confidence"": 0.00015377139018808562, ""sentence"": ""a man standing on a sidewalk talking on a phone .""}, {""confidence"": 0.0001223063665666649, ""sentence"": ""a man standing on a sidewalk holding a skateboard .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 19, ""captioning"": 675, ""units"": ""ms""}}","['a man standing on a sidewalk talking on a cell phone .', 'a man standing on a sidewalk talking on a phone .', 'a man standing on a sidewalk holding a skateboard .']",24.33,0.5006,"grand piano, grand, television, television system, bucket, pail, prison, prison house, ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin",Generated Image no description 1/image_9120.png
9140,Tennessee,TN,11.1,15.7,5.5,7.6,1.7,4.4,3359,56.0,6.24,69.7,55.3,83.8,69.7,88357.0,4.684,3.04,Millington,United States,This used to be a gunpowder factory during the world wars. Most of it is under ground and a lot of tunnels. Rumor has it that it was used by an old crazy homeless man to kill and hide his victims. The factory is off limits but you can see the stacks for miles. rumor has it the woods are haunted by the old mans victims and the tunnels are haunted by the old man himself,The Smoke Stacks,Tennessee,TN,-89.9519244,35.3491525,-89.8973084,35.3414744,False,True,5,unknown,Unknown,murder,13:00,8/30/23,2023,Unknown,Unknown,Unknown,98.09,2004.2,357618,2613.806563115862,,,"[('Rumor', 'PERSON'), ('rumor', 'PERSON'), ('mans', 'NORP')]",,"Rumor, rumor",,mans,,,,,,,,,,,,,,," a haunted The Smoke Stacks, creating a dark and eerie atmosphere. Cinematic horror aesthetics, photorealistic, high detail.",,image_9140.png,"{""captions"": [{""confidence"": 0.010324779865360862, ""sentence"": ""a black and white photo of a clock tower .""}, {""confidence"": 0.003488679968720859, ""sentence"": ""a black and white photo of a clock tower""}, {""confidence"": 0.002996408539117201, ""sentence"": ""a black and white picture of a clock tower .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 19, ""captioning"": 667, ""units"": ""ms""}}","['a black and white photo of a clock tower .', 'a black and white photo of a clock tower', 'a black and white picture of a clock tower .']",16.0,0.6568,"water tower, beacon, lighthouse, beacon light, pharos, obelisk",Generated Image no description 1/image_9140.png
9160,Tennessee,TN,11.1,15.7,5.5,7.6,1.7,4.4,3359,56.0,6.24,69.7,55.3,83.8,69.7,88357.0,4.684,3.04,Oak Ridge,United States,When you walk in you can hear people walking up stairs.  There is blood on the walls and broken glass every where.  Out side of the hotel you can see a figure looking through the curtains of the window.,Alexander Inn,Tennessee,TN,-84.2419372,36.0288982,-84.2696449,36.0103561,True,True,5,night,Spooky Sounds,murder,13:15,4/19/25,2025,Unknown,Unknown,Unknown,62.24,1826.6,392385,182.81304719097807,6.0,christian,[],,,,,,,,,,,,,,,,,,,"Spooky Sounds appearing at  a haunted Alexander Inn at night, creating a dark and eerie atmosphere. Cinematic horror aesthetics, photorealistic, high detail.",,image_9160.png,"{""captions"": [{""confidence"": 7.301940487539554e-05, ""sentence"": ""a large building with a large clock tower .""}, {""confidence"": 2.0368073956012042e-05, ""sentence"": ""a large building with a clock tower in the middle .""}, {""confidence"": 1.8807978537136897e-05, ""sentence"": ""a large building with a clock on the front of it .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 19, ""captioning"": 645, ""units"": ""ms""}}","['a large building with a large clock tower .', 'a large building with a clock tower in the middle .', 'a large building with a clock on the front of it .']",29.67,0.6634,"church, church building, picket fence, paling, palace, beacon, lighthouse, beacon light, pharos, prison, prison house",Generated Image no description 1/image_9160.png
9180,Tennessee,TN,11.1,15.7,5.5,7.6,1.7,4.4,3359,56.0,6.24,69.7,55.3,83.8,69.7,88357.0,4.684,3.04,Sale Creek,United States,"For over a hundred years, a glowing white figure has haunted the small road stretching from the Mill Dam on Daughtery Ferry Road, right off of Highway 27, and continues through Shipley Hollow Road. This white figure has been said to have uninvited joined many hay and horseback rides.",Shipley Hollow in Sale Creek,Tennessee,TN,-85.0798751,35.4057389,-85.1089368,35.382329,False,True,10,night,Unknown,unknown,9:49,1/1/25,2025,Unknown,Unknown,Unknown,4.48,1891.4,378945,1652.0376744713783,2.0,christian,"[('over a hundred years', 'DATE'), ('the Mill Dam', 'FAC'), ('Highway 27', 'FAC'), ('Shipley Hollow Road', 'FAC')]",,,,,,over a hundred years,,,,,,,"the Mill Dam, Highway 27, Shipley Hollow Road",,,,,," a haunted Shipley Hollow in Sale Creek at night, creating a dark and eerie atmosphere. Cinematic horror aesthetics, photorealistic, high detail.","{'Old Mill Dam': {'Latitude': '-33.3985', 'Longitude': '150.9846'}}",image_9180.png,"{""captions"": [{""confidence"": 0.0013516209745832197, ""sentence"": ""a fire hydrant sitting in the middle of a forest .""}, {""confidence"": 0.000956753903967162, ""sentence"": ""a fire hydrant in the middle of a forest .""}, {""confidence"": 0.0001453305571914321, ""sentence"": ""a fire hydrant sitting in the middle of a field .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 17, ""captioning"": 698, ""units"": ""ms""}}","['a fire hydrant sitting in the middle of a forest .', 'a fire hydrant in the middle of a forest .', 'a fire hydrant sitting in the middle of a field .']",23.67,0.6038,"park bench, lakeside, lakeshore, water tower, spotlight, spot, picket fence, paling",Generated Image no description 1/image_9180.png
9200,Tennessee,TN,11.1,15.7,5.5,7.6,1.7,4.4,3359,56.0,6.24,69.7,55.3,83.8,69.7,88357.0,4.684,3.04,Sumner county,United States,the big South Tunnel train tracks - Believed to be haunted by the lady in white. She has been seen in the woods around the tunnels and in people's yards that live nearby. Seen in pictures as a bright white orb floating through the woods.,Portland,Tennessee,TN,-86.5163833,36.5817089,-86.4996546,36.4718084,False,True,5,unknown,Orb,unknown,9:43,1/1/25,2025,Unknown,Unknown,Unknown,1.47,1877.5,381744,77.02152905985713,1.0,christian,"[('South Tunnel', 'LOC')]",,,,,,,,,,,,,,,South Tunnel,,,,"Orb appearing at  a haunted Portland, creating a dark and eerie atmosphere. Cinematic horror aesthetics, photorealistic, high detail.",,image_9200.png,"{""captions"": [{""confidence"": 2.4241407605740258e-05, ""sentence"": ""a brick building with a clock on the side of it .""}, {""confidence"": 1.9707321405382804e-05, ""sentence"": ""a brick building with a clock on the front of it .""}, {""confidence"": 1.1638653697872277e-05, ""sentence"": ""a brick building with a clock on the side of it""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 17, ""captioning"": 647, ""units"": ""ms""}}","['a brick building with a clock on the side of it .', 'a brick building with a clock on the front of it .', 'a brick building with a clock on the side of it']",28.0,0.6022,"window screen, flagpole, flagstaff, window shade, spotlight, spot, picket fence, paling",Generated Image no description 1/image_9200.png
9220,Texas,TX,11.25,17.6,5.6,9.0,1.8,4.1,10647,44.2,4.9,71.1,56.9,81.9,71.1,274633.0,18.821,2.69,Marshall,United States,"HWY 31 - A patron of the business reports seeing an apparition of a head. It was looking up towards the ceiling, long curly black hair, pale face, no expression at all, only at second glance it was gone. Strange cold and warm spots felt as well.",Marshall Pottery,Texas,TX,-94.3186585,32.5121755,-94.3674184,32.5448714,False,True,1,unknown,Ghost,unknown,10:04,1/1/25,2025,Unknown,Unknown,Unknown,1.47,1877.5,381744,1757.8817775742414,1.0,christian,"[('31', 'CARDINAL'), ('second', 'ORDINAL')]",,,,,31,,second,,,,,,,,,,,,"Floating human figure appearing at  a haunted Marshall Pottery, creating a dark and eerie atmosphere. Cinematic horror aesthetics, photorealistic, high detail.",,image_9220.png,"{""captions"": [{""confidence"": 0.0004830883061740339, ""sentence"": ""a black and white photo of a person on a skateboard .""}, {""confidence"": 0.00038587111763485464, ""sentence"": ""a black and white photo of a man on a skateboard .""}, {""confidence"": 0.00029429160276849036, ""sentence"": ""a black and white photo of a person on a skateboard""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 18, ""captioning"": 654, ""units"": ""ms""}}","['a black and white photo of a person on a skateboard .', 'a black and white photo of a man on a skateboard .', 'a black and white photo of a person on a skateboard']",26.33,0.5481,"projectile, missile, vault, missile, church, church building, fountain",Generated Image no description 1/image_9220.png
9240,Texas,TX,11.25,17.6,5.6,9.0,1.8,4.1,10647,44.2,4.9,71.1,56.9,81.9,71.1,274633.0,18.821,2.69,Mineral Wells,United States,"While sitting in the bleachers, you can see figures in baseball uniforms walking across the field. Orbs have been photographed by the jungle gyms.",City Park,Texas,TX,-98.1265774,32.8087217,-98.1128223,32.8084605,False,True,5,night,Orb,unknown,10:02,1/1/25,2025,Unknown,Unknown,Unknown,4.48,1891.4,378945,1511.035659929539,10.0,christian,[],,,,,,,,,,,,,,,,,,,"Orb appearing at  a haunted City Park at night, creating a dark and eerie atmosphere. Cinematic horror aesthetics, photorealistic, high detail.",,image_9240.png,"{""captions"": [{""confidence"": 0.00047700937926797567, ""sentence"": ""a black and white photo of a fire hydrant""}, {""confidence"": 3.1012573067717324e-05, ""sentence"": ""a black and white photo of a fire hydrant in a park .""}, {""confidence"": 2.951234286604199e-05, ""sentence"": ""a black and white photo of a fire hydrant in a field .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 20, ""captioning"": 657, ""units"": ""ms""}}","['a black and white photo of a fire hydrant', 'a black and white photo of a fire hydrant in a park .', 'a black and white photo of a fire hydrant in a field .']",31.33,0.6177,"spotlight, spot, park bench",Generated Image no description 1/image_9240.png
9260,Texas,TX,11.25,17.6,5.6,9.0,1.8,4.1,10647,44.2,4.9,71.1,56.9,81.9,71.1,274633.0,18.821,2.69,Nacogdoches,United States,A former housekeeper reports feeling a gentle pressure on every inch of her body and suddenly felt like the room was spinning. She could feel a happy presence. It went away as she descended the stairs but she seldom entered the attic after that and didn't clean the house much longer. Possibly the children of the house. But in the cellar the feeling was more negative.,Sterne-Hoya House,Texas,TX,-94.6506865,31.6005146,-94.6554874,31.6035129,False,False,1,unknown,Unknown,unknown,10:08,1/1/25,2025,Unknown,Unknown,Unknown,1.47,1877.5,381744,3760.037848319987,,,[],,,,,,,,,,,,,,,,,,," a haunted Sterne-Hoya House, creating a dark and eerie atmosphere. Cinematic horror aesthetics, photorealistic, high detail.",,image_9260.png,"{""captions"": [{""confidence"": 0.002201866580540141, ""sentence"": ""a living room filled with furniture and a fire place .""}, {""confidence"": 0.0009528301036352631, ""sentence"": ""a living room filled with furniture and a window .""}, {""confidence"": 0.0005750544306118392, ""sentence"": ""a living room with a couch and a table""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 17, ""captioning"": 651, ""units"": ""ms""}}","['a living room filled with furniture and a fire place .', 'a living room filled with furniture and a window .', 'a living room with a couch and a table']",18.33,0.6724,"vault, rocking chair, rocker, prison, prison house, fire screen, fireguard, barrow, garden cart, lawn cart, wheelbarrow",Generated Image no description 1/image_9260.png
9280,Texas,TX,11.25,17.6,5.6,9.0,1.8,4.1,10647,44.2,4.9,71.1,56.9,81.9,71.1,274633.0,18.821,2.69,Pasadena,United States,It is said that a janitor who was fixing the light in the catwalk fell to his death in auditorium. He fell in about the 6th row and if you sit there during a production or in the sound room you will get chills. If you walk up the stairs to the sound room there is a door to the roof and sometimes you can hear it slam. Also there is a girl their who hung herself because she did not get the lead role in a play and she is said to play tricks on the students putting on a production.,Pasadena High School,Texas,TX,-95.2128409,29.7097429,-95.2091006,29.6910625,True,False,5,night,Child Ghost,accident with casualty,10:17,1/1/25,2025,Unknown,Unknown,Unknown,4.48,1891.4,378945,1495.634987,5.0,christian,"[('about the 6th row', 'DATE')]",,,,,,about the 6th row,,,,,,,,,,,,,"Child floating figure appearing at  a haunted Pasadena High School at night, creating a dark and eerie atmosphere. Cinematic horror aesthetics, photorealistic, high detail.",,image_9280.png,"{""captions"": [{""confidence"": 4.480171805313372e-05, ""sentence"": ""a man in a suit and tie standing in a hallway .""}, {""confidence"": 4.1853002723416484e-05, ""sentence"": ""a man in a suit and tie standing in a doorway .""}, {""confidence"": 2.1342972059373922e-05, ""sentence"": ""a man in a suit and tie standing in a hallway""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 18, ""captioning"": 677, ""units"": ""ms""}}","['a man in a suit and tie standing in a hallway .', 'a man in a suit and tie standing in a doorway .', 'a man in a suit and tie standing in a hallway']",16.67,0.5616,"prison, prison house",Generated Image no description 1/image_9280.png
9300,Texas,TX,11.25,17.6,5.6,9.0,1.8,4.1,10647,44.2,4.9,71.1,56.9,81.9,71.1,274633.0,18.821,2.69,Port Neches,United States,"Sarah Jane was reportedly a union sympathizer during the Civil War who was betrayed and drove her wagon off the bridge into the water trying to escape from Confederate soldiers. She was shot by a soldier while trying to save her baby, who was in the wagon with her. People have reported hearing Sarah Jane and also the babe cry while standing on the bridge at night. Here is another explanation of the Sara Jane Haunting... A woman left her abusive husband, so to get back at her, the man took their 5-year-old girl, and jumped of the side of a bridge. The woman searched for the girl for years, and finally got so distraught that she hung herself off the side of the same bridge that her daughter and husband jumped off of. It is said that at midnight, if you drive across the bridge, you can see the noose on the side on the railing and you hear a woman's voice saying, ""Sara Jane, Sara Jane, where are you my Sara Jane"".",Sarah Jane Road,Texas,TX,-93.9604157,29.9997217,-93.9585067,29.9913244,True,True,5,night,Spooky Sounds,accident with casualty,13:31,05/09/1865,1865,Unknown,Unknown,Unknown,39.32,1895.0,378227,764.5029663034983,2.0,christian,"[('Sarah Jane', 'PERSON'), ('the Civil War', 'EVENT'), ('Confederate', 'ORG'), ('Sarah Jane', 'PERSON'), ('night', 'TIME'), ('the Sara Jane Haunting', 'FAC'), ('5-year-old', 'DATE'), ('years', 'DATE'), ('midnight', 'TIME'), ('Sara Jane', 'PERSON'), ('Sara Jane', 'PERSON'), ('Sara Jane', 'PERSON')]","night, midnight","Sarah Jane, Sarah Jane, Sara Jane, Sara Jane, Sara Jane",,,,"5-year-old, years",,,,Confederate,,the Civil War,the Sara Jane Haunting,,,,,,"Spooky Sounds appearing at  a haunted Sarah Jane Road at night, creating a dark and eerie atmosphere. Cinematic horror aesthetics, photorealistic, high detail.",,image_9300.png,"{""captions"": [{""confidence"": 0.00018169535737445232, ""sentence"": ""a church with a steeple and a clock tower .""}, {""confidence"": 0.00014341940552239875, ""sentence"": ""a large building with a clock tower on top .""}, {""confidence"": 6.153090980669824e-05, ""sentence"": ""a large building with a clock tower in the middle .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 18, ""captioning"": 662, ""units"": ""ms""}}","['a church with a steeple and a clock tower .', 'a large building with a clock tower on top .', 'a large building with a clock tower in the middle .']",9.33,0.5248,"church, church building, barn, castle",Generated Image no description 1/image_9300.png
9320,Texas,TX,11.25,17.6,5.6,9.0,1.8,4.1,10647,44.2,4.9,71.1,56.9,81.9,71.1,274633.0,18.821,2.69,San Angelo,United States,"It is haunted by many of the buffalo soldiers, a young girl playing on the floor in an upstairs bedroom of Officer's Quarters #1 accompanied by cold spots.",Fort Concho,Texas,TX,-100.4306566,31.45479,-100.4370375,31.4637723,False,True,10,night,Unknown,unknown,11:35,10/10/18,2018,Unknown,Unknown,Unknown,3.87,1886.7,379881,1022.8733114993933,13.0,christian,"[(""Officer's"", 'ORG'), ('1', 'MONEY')]",,,,,,,,1,,Officer's,,,,,,,,," a haunted Fort Concho at night, creating a dark and eerie atmosphere. Cinematic horror aesthetics, photorealistic, high detail.",,image_9320.png,"{""captions"": [{""confidence"": 0.00035520547950977795, ""sentence"": ""a large building with a clock tower on top .""}, {""confidence"": 0.00015615037474509883, ""sentence"": ""a large building with a clock tower on top of it .""}, {""confidence"": 0.00013177704539447713, ""sentence"": ""a large building with a clock tower in the middle .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 19, ""captioning"": 651, ""units"": ""ms""}}","['a large building with a clock tower on top .', 'a large building with a clock tower on top of it .', 'a large building with a clock tower in the middle .']",33.33,0.6023,"church, church building, monastery, castle, bell cote, bell cot",Generated Image no description 1/image_9320.png
9340,Texas,TX,11.25,17.6,5.6,9.0,1.8,4.1,10647,44.2,4.9,71.1,56.9,81.9,71.1,274633.0,18.821,2.69,San Antonio,United States,"some say that Douglass elementary was built on a Indian burial ground and that a janitor died in the auditorium, there the doors would slam shut by themselves and the piano would start playing. Witnesses could hear people walking and talking when they would spend the night there but every time they checked there was no one there.",Douglass Elementary,Texas,TX,-98.474095,29.412995,-98.4936282,29.4241219,True,False,5,night,Ghost,accident with casualty,10:18,1/1/25,2025,Unknown,Unknown,Unknown,4.48,1891.4,378945,879.3714322545386,12.0,christian,"[('Douglass', 'ORG'), ('Indian', 'NORP'), ('the night', 'TIME')]",the night,,,Indian,,,,,,Douglass,,,,,,,,,"Floating human figure appearing at  a haunted Douglass Elementary at night, creating a dark and eerie atmosphere. Cinematic horror aesthetics, photorealistic, high detail.",,image_9340.png,"{""captions"": [{""confidence"": 0.00018110889606919787, ""sentence"": ""a living room with a couch and a tv""}, {""confidence"": 0.0001026112148973624, ""sentence"": ""a living room with a couch and a television""}, {""confidence"": 6.498602458104186e-05, ""sentence"": ""a living room with a couch a table and a tv""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 17, ""captioning"": 657, ""units"": ""ms""}}","['a living room with a couch and a tv', 'a living room with a couch and a television', 'a living room with a couch a table and a tv']",18.67,0.5819,"lampshade, lamp shade, table lamp, spotlight, spot, wardrobe, closet, press, sliding door",Generated Image no description 1/image_9340.png
9360,Texas,TX,11.25,17.6,5.6,9.0,1.8,4.1,10647,44.2,4.9,71.1,56.9,81.9,71.1,274633.0,18.821,2.69,San Antonio,United States,"The Lady has been at this hotel for years. The hotel property includes 4 buildings on the Historic Register, and The Lady was believed to be the widow of the owner of one of these buildings. She hung herself and her cat in what is now the exercise facility (was her home, specifically the ""front room"" or ""living room""). Now she can be seen on the upper levels of the main hotel building usually in a long white dress or nightdress, and holding her cat, stroking its head. She has been seen in the employee corridors in the basement, and standing among the trees in the garden. Lights come on and off occasionally with no warning and no reason, and drawers at the front desk have a tendency of opening by themselves.",Plaza Marriott,Texas,TX,-98.4889203,29.4188902,-98.4936282,29.4241219,False,True,0,unknown,Unknown,accident with casualty,10:18,01/01/1750,1750,Unknown,Unknown,Unknown,12.35,1889.5,379317,355.41531434821025,11.0,christian,"[('Lady', 'PERSON'), ('years', 'DATE'), ('4', 'CARDINAL'), ('the Historic Register', 'FAC'), ('Lady', 'PERSON'), ('one', 'CARDINAL')]",,"Lady, Lady",,,"4, one",years,,,,,,,the Historic Register,,,,,," a haunted Plaza Marriott, creating a dark and eerie atmosphere. Cinematic horror aesthetics, photorealistic, high detail.",,image_9360.png,"{""captions"": [{""confidence"": 0.0001205926749348928, ""sentence"": ""a large clock mounted to the side of a building .""}, {""confidence"": 0.00011102925872597785, ""sentence"": ""a large clock mounted to the side of a wall .""}, {""confidence"": 5.7095731885312874e-05, ""sentence"": ""a large clock mounted to a wall in a room .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 18, ""captioning"": 664, ""units"": ""ms""}}","['a large clock mounted to the side of a building .', 'a large clock mounted to the side of a wall .', 'a large clock mounted to a wall in a room .']",11.33,0.6338,"library, prison, prison house, vault, monastery, church, church building",Generated Image no description 1/image_9360.png
9380,Texas,TX,11.25,17.6,5.6,9.0,1.8,4.1,10647,44.2,4.9,71.1,56.9,81.9,71.1,274633.0,18.821,2.69,San Juan,United States,"In the girls restroom they have heard footsteps. While you are doing the restroom you could hear someone turn on the sink and washing their hands, then paper towels on the floor. When you get out you feel someone behind you. Then when you turn around there is water on the floor.",Garza Pena,Texas,TX,-98.143679,26.2082597,-98.1552872,26.1892409,True,True,5,night,Spooky Sounds,unknown,10:32,1/1/25,2025,Unknown,Unknown,Unknown,4.48,1891.4,378945,2278.9228893445056,,,[],,,,,,,,,,,,,,,,,,,"Spooky Sounds appearing at  a haunted Garza Pena at night, creating a dark and eerie atmosphere. Cinematic horror aesthetics, photorealistic, high detail.",,image_9380.png,"{""captions"": [{""confidence"": 0.000129565623624307, ""sentence"": ""a red fire hydrant sitting in the middle of a forest .""}, {""confidence"": 6.834128549087805e-05, ""sentence"": ""a red fire hydrant sitting in the middle of a field .""}, {""confidence"": 2.3838452688047903e-05, ""sentence"": ""a red fire hydrant sitting in the middle of a lush green field .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 20, ""captioning"": 677, ""units"": ""ms""}}","['a red fire hydrant sitting in the middle of a forest .', 'a red fire hydrant sitting in the middle of a field .', 'a red fire hydrant sitting in the middle of a lush green field .']",27.0,0.5646,barn,Generated Image no description 1/image_9380.png
